LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,LFPR,25_64,PC_AGE,A,1987,65.8968639286183,
NLD,LFPR,25_64,PC_AGE,A,1988,66.9683257918552,
NLD,LFPR,25_64,PC_AGE,A,1989,67.3211781206171,
NLD,LFPR,25_64,PC_AGE,A,1990,68.3092394720302,
NLD,LFPR,25_64,PC_AGE,A,1991,69.1280148423006,
NLD,LFPR,25_64,PC_AGE,A,1992,69.041769041769,
NLD,LFPR,25_64,PC_AGE,A,1993,69.7072344543915,
NLD,LFPR,25_64,PC_AGE,A,1994,70.3500179190061,
NLD,LFPR,25_64,PC_AGE,A,1995,71.4235210935659,
NLD,LFPR,25_64,PC_AGE,A,1996,71.5932914046122,
NLD,LFPR,25_64,PC_AGE,A,1997,72.8292288125795,
NLD,LFPR,25_64,PC_AGE,A,1998,73.7258046042836,
NLD,LFPR,25_64,PC_AGE,A,1999,74.0879645414252,
NLD,LFPR,25_64,PC_AGE,A,2000,75.0875211744777,
NLD,LFPR,25_64,PC_AGE,A,2001,74.6297127468582,
NLD,LFPR,25_64,PC_AGE,A,2002,75.7315166406076,
NLD,LFPR,25_64,PC_AGE,A,2003,75.5262019642662,
NLD,LFPR,25_64,PC_AGE,A,2004,76.1669216985307,
NLD,LFPR,25_64,PC_AGE,A,2005,76.8774005920138,
NLD,LFPR,25_64,PC_AGE,A,2006,77.3337534459528,
NLD,LFPR,25_64,PC_AGE,A,2007,78.3751512934406,
NLD,LFPR,25_64,PC_AGE,A,2008,79.6185347429564,
NLD,LFPR,25_64,PC_AGE,A,2009,80.0444057100981,
NLD,LFPR,25_64,PC_AGE,A,2010,80.0496716542996,
NLD,LFPR,25_64,PC_AGE,A,2011,80.2968958903444,
NLD,LFPR,25_64,PC_AGE,A,2012,81.2111386579764,
NLD,LFPR,25_64,PC_AGE,A,2013,81.6939423724155,
NLD,LFPR,25_64,PC_AGE,A,2014,81.6942899437384,
NLD,LFPR,25_64,PC_AGE,A,2015,82.189204771319,
NLD,LFPR,25_64,PC_AGE,A,2016,82.324869455522,
NLD,LFPR,25_64,PC_AGE,A,2017,82.3796147896152,
NLD,LFPR,25_64,PC_AGE,A,2018,82.9170491670924,
NLD,LFPR,25_64,PC_AGE,A,2019,83.4568686477907,
NLD,LFPR,25_64,PC_AGE,A,2020,83.7795756210789,
NZL,LFPR,25_64,PC_AGE,A,1986,75.654959661931,
NZL,LFPR,25_64,PC_AGE,A,1987,75.8042578144835,
NZL,LFPR,25_64,PC_AGE,A,1988,75.0885332451299,
NZL,LFPR,25_64,PC_AGE,A,1989,74.1812687310928,
NZL,LFPR,25_64,PC_AGE,A,1990,74.509104395961,
NZL,LFPR,25_64,PC_AGE,A,1991,75.0307199401464,
NZL,LFPR,25_64,PC_AGE,A,1992,75.160007209106,
NZL,LFPR,25_64,PC_AGE,A,1993,75.4367069053009,
NZL,LFPR,25_64,PC_AGE,A,1994,76.1094447965696,
NZL,LFPR,25_64,PC_AGE,A,1995,76.7597586278385,
NZL,LFPR,25_64,PC_AGE,A,1996,77.8841564436212,
NZL,LFPR,25_64,PC_AGE,A,1997,77.7771992160002,
NZL,LFPR,25_64,PC_AGE,A,1998,77.6580463906514,
NZL,LFPR,25_64,PC_AGE,A,1999,78.0739171282131,
NZL,LFPR,25_64,PC_AGE,A,2000,78.2479628594649,
NZL,LFPR,25_64,PC_AGE,A,2001,78.8792884907388,
NZL,LFPR,25_64,PC_AGE,A,2002,79.5618649898696,
NZL,LFPR,25_64,PC_AGE,A,2003,79.4887845536669,
NZL,LFPR,25_64,PC_AGE,A,2004,80.1665413364323,
NZL,LFPR,25_64,PC_AGE,A,2005,81.3016484610675,
NZL,LFPR,25_64,PC_AGE,A,2006,81.5185314604214,
NZL,LFPR,25_64,PC_AGE,A,2007,81.7816717002495,
NZL,LFPR,25_64,PC_AGE,A,2008,81.9669907349033,
NZL,LFPR,25_64,PC_AGE,A,2009,82.1298912019987,
NZL,LFPR,25_64,PC_AGE,A,2010,82.2417858764231,
NZL,LFPR,25_64,PC_AGE,A,2011,82.7130957771852,
NZL,LFPR,25_64,PC_AGE,A,2012,82.5950203284799,
NZL,LFPR,25_64,PC_AGE,A,2013,82.8085026823224,
NZL,LFPR,25_64,PC_AGE,A,2014,83.7254722160778,
NZL,LFPR,25_64,PC_AGE,A,2015,83.4380030251621,
NZL,LFPR,25_64,PC_AGE,A,2016,84.6401189828576,
NZL,LFPR,25_64,PC_AGE,A,2017,85.6162735929821,
NZL,LFPR,25_64,PC_AGE,A,2018,85.6359002469454,
NZL,LFPR,25_64,PC_AGE,A,2019,85.3057608780483,
NZL,LFPR,25_64,PC_AGE,A,2020,85.031740003338,
NOR,LFPR,25_64,PC_AGE,A,1972,70.6135629709365,
NOR,LFPR,25_64,PC_AGE,A,1973,70.9539121114684,
NOR,LFPR,25_64,PC_AGE,A,1974,70.6850770047796,
NOR,LFPR,25_64,PC_AGE,A,1975,71.3106295149639,
NOR,LFPR,25_64,PC_AGE,A,1976,73.305954825462,
NOR,LFPR,25_64,PC_AGE,A,1977,74.4637385086823,
NOR,LFPR,25_64,PC_AGE,A,1978,75.2024291497976,
NOR,LFPR,25_64,PC_AGE,A,1979,76.1952692501258,
NOR,LFPR,25_64,PC_AGE,A,1980,77.2565017848036,
NOR,LFPR,25_64,PC_AGE,A,1981,78.2388663967611,
NOR,LFPR,25_64,PC_AGE,A,1982,78.3932135728543,
NOR,LFPR,25_64,PC_AGE,A,1983,80.3345159655347,
NOR,LFPR,25_64,PC_AGE,A,1984,81.0987903225806,
NOR,LFPR,25_64,PC_AGE,A,1985,81.72740888667,
NOR,LFPR,25_64,PC_AGE,A,1986,82.531017369727,
NOR,LFPR,25_64,PC_AGE,A,1987,83.4313725490196,
NOR,LFPR,25_64,PC_AGE,A,1988,82.6318335752298,
NOR,LFPR,25_64,PC_AGE,A,1989,82.0795400095831,
NOR,LFPR,25_64,PC_AGE,A,1990,81.8181818181818,
NOR,LFPR,25_64,PC_AGE,A,1991,81.437969924812,
NOR,LFPR,25_64,PC_AGE,A,1992,81.3630041724618,
NOR,LFPR,25_64,PC_AGE,A,1993,81.1095827602017,
NOR,LFPR,25_64,PC_AGE,A,1994,81.5217391304348,
NOR,LFPR,25_64,PC_AGE,A,1995,82.4185631414547,
NOR,LFPR,25_64,PC_AGE,A,1996,83.5906484340538,
NOR,LFPR,25_64,PC_AGE,A,1997,84.2770034843206,
NOR,LFPR,25_64,PC_AGE,A,1998,84.5591397849462,
NOR,LFPR,25_64,PC_AGE,A,1999,84.125636672326,
NOR,LFPR,25_64,PC_AGE,A,2000,83.524028607941,
NOR,LFPR,25_64,PC_AGE,A,2001,83.5147660606366,
NOR,LFPR,25_64,PC_AGE,A,2002,83.1863821063782,
NOR,LFPR,25_64,PC_AGE,A,2003,82.1985781791864,
NOR,LFPR,25_64,PC_AGE,A,2004,82.0343140196341,
NOR,LFPR,25_64,PC_AGE,A,2005,82.1418889419008,
NOR,LFPR,25_64,PC_AGE,A,2006,82.7762721499515,
NOR,LFPR,25_64,PC_AGE,A,2007,83.4318501480666,
NOR,LFPR,25_64,PC_AGE,A,2008,84.2648427961126,
NOR,LFPR,25_64,PC_AGE,A,2009,83.8761835407126,
NOR,LFPR,25_64,PC_AGE,A,2010,83.2769147870564,
NOR,LFPR,25_64,PC_AGE,A,2011,83.2783788069413,
NOR,LFPR,25_64,PC_AGE,A,2012,83.4838185631769,
NOR,LFPR,25_64,PC_AGE,A,2013,83.3417086182844,
NOR,LFPR,25_64,PC_AGE,A,2014,83.7498776549365,
NOR,LFPR,25_64,PC_AGE,A,2015,83.620396896148,
NOR,LFPR,25_64,PC_AGE,A,2016,83.6390393077232,
NOR,LFPR,25_64,PC_AGE,A,2017,82.8708562718209,
NOR,LFPR,25_64,PC_AGE,A,2018,83.3498459813843,
NOR,LFPR,25_64,PC_AGE,A,2019,83.5162893906705,
NOR,LFPR,25_64,PC_AGE,A,2020,83.3536904419677,
POL,LFPR,25_64,PC_AGE,A,1992,75.7901928431474,
POL,LFPR,25_64,PC_AGE,A,1993,75.8931006272157,
POL,LFPR,25_64,PC_AGE,A,1994,75.4848023723126,
POL,LFPR,25_64,PC_AGE,A,1995,74.9349152278938,
POL,LFPR,25_64,PC_AGE,A,1996,74.6638628961974,
POL,LFPR,25_64,PC_AGE,A,1997,74.4319186686673,
POL,LFPR,25_64,PC_AGE,A,1998,74.458214466862,
POL,LFPR,25_64,PC_AGE,A,1999,74.5481167323034,
POL,LFPR,25_64,PC_AGE,A,2000,73.9145710987301,
POL,LFPR,25_64,PC_AGE,A,2001,73.8301473516527,
POL,LFPR,25_64,PC_AGE,A,2002,73.1073072766837,
POL,LFPR,25_64,PC_AGE,A,2003,72.8172235481305,
POL,LFPR,25_64,PC_AGE,A,2004,72.7857452425042,
POL,LFPR,25_64,PC_AGE,A,2005,73.0824785532339,
POL,LFPR,25_64,PC_AGE,A,2006,71.6438509819604,
POL,LFPR,25_64,PC_AGE,A,2007,71.3856441919656,
POL,LFPR,25_64,PC_AGE,A,2008,71.7915534273759,
POL,LFPR,25_64,PC_AGE,A,2009,72.3154028907041,
POL,LFPR,25_64,PC_AGE,A,2010,72.7466687169334,
POL,LFPR,25_64,PC_AGE,A,2011,73.1598718584341,
POL,LFPR,25_64,PC_AGE,A,2012,73.775595566287,
POL,LFPR,25_64,PC_AGE,A,2013,74.1742499550876,
POL,LFPR,25_64,PC_AGE,A,2014,74.8217345986687,
POL,LFPR,25_64,PC_AGE,A,2015,75.1514519092693,
POL,LFPR,25_64,PC_AGE,A,2016,75.4558311631258,
POL,LFPR,25_64,PC_AGE,A,2017,76.0716652909253,
POL,LFPR,25_64,PC_AGE,A,2018,76.4672108540316,
POL,LFPR,25_64,PC_AGE,A,2019,76.7971310517514,
POL,LFPR,25_64,PC_AGE,A,2020,77.7307473171836,
PRT,LFPR,25_64,PC_AGE,A,1974,66.5253250081543,
PRT,LFPR,25_64,PC_AGE,A,1975,65.9335624284078,
PRT,LFPR,25_64,PC_AGE,A,1976,66.6718935507717,
PRT,LFPR,25_64,PC_AGE,A,1977,67.575329150835,
PRT,LFPR,25_64,PC_AGE,A,1978,67.5158536852961,
PRT,LFPR,25_64,PC_AGE,A,1979,68.7931974272321,
PRT,LFPR,25_64,PC_AGE,A,1980,68.9243895007182,
PRT,LFPR,25_64,PC_AGE,A,1981,69.4412969580755,
PRT,LFPR,25_64,PC_AGE,A,1982,69.0945822652822,
PRT,LFPR,25_64,PC_AGE,A,1983,71.4237201799813,
PRT,LFPR,25_64,PC_AGE,A,1984,70.510957994355,
PRT,LFPR,25_64,PC_AGE,A,1985,69.7672522724494,
PRT,LFPR,25_64,PC_AGE,A,1986,69.6928754360846,
PRT,LFPR,25_64,PC_AGE,A,1987,70.074632854506,
PRT,LFPR,25_64,PC_AGE,A,1988,70.9275477707006,
PRT,LFPR,25_64,PC_AGE,A,1989,71.8798560160506,
PRT,LFPR,25_64,PC_AGE,A,1990,72.7300940742896,
PRT,LFPR,25_64,PC_AGE,A,1991,74.845136127256,
PRT,LFPR,25_64,PC_AGE,A,1992,73.9986556482543,
PRT,LFPR,25_64,PC_AGE,A,1993,74.4131362630414,
PRT,LFPR,25_64,PC_AGE,A,1994,74.8310910052288,
PRT,LFPR,25_64,PC_AGE,A,1995,74.8217555616161,
PRT,LFPR,25_64,PC_AGE,A,1996,75.0004876621476,
PRT,LFPR,25_64,PC_AGE,A,1997,75.5041206382606,
PRT,LFPR,25_64,PC_AGE,A,1998,77.1471571044085,
PRT,LFPR,25_64,PC_AGE,A,1999,77.5111534259323,
PRT,LFPR,25_64,PC_AGE,A,2000,78.192785758145,
PRT,LFPR,25_64,PC_AGE,A,2001,78.5131291751042,
PRT,LFPR,25_64,PC_AGE,A,2002,78.9126718094754,
PRT,LFPR,25_64,PC_AGE,A,2003,79.465358841332,
PRT,LFPR,25_64,PC_AGE,A,2004,79.5794682111418,
PRT,LFPR,25_64,PC_AGE,A,2005,80.1657360164086,
PRT,LFPR,25_64,PC_AGE,A,2006,80.5470858759538,
PRT,LFPR,25_64,PC_AGE,A,2007,80.7158826694413,
PRT,LFPR,25_64,PC_AGE,A,2008,80.727659496192,
PRT,LFPR,25_64,PC_AGE,A,2009,80.4073679791951,
PRT,LFPR,25_64,PC_AGE,A,2010,81.100102566483,
PRT,LFPR,25_64,PC_AGE,A,2011,80.5937405753922,
PRT,LFPR,25_64,PC_AGE,A,2012,80.48902352171,
PRT,LFPR,25_64,PC_AGE,A,2013,80.4093223768476,
PRT,LFPR,25_64,PC_AGE,A,2014,80.7729466756185,
PRT,LFPR,25_64,PC_AGE,A,2015,81.1891718289996,
PRT,LFPR,25_64,PC_AGE,A,2016,81.6803837930429,
PRT,LFPR,25_64,PC_AGE,A,2017,82.6450142014435,
PRT,LFPR,25_64,PC_AGE,A,2018,83.1915009666243,
PRT,LFPR,25_64,PC_AGE,A,2019,83.6733947948769,
PRT,LFPR,25_64,PC_AGE,A,2020,83.0554949005669,
SVK,LFPR,25_64,PC_AGE,A,1994,76.60663507109,
SVK,LFPR,25_64,PC_AGE,A,1995,77.0685045004331,
SVK,LFPR,25_64,PC_AGE,A,1996,77.6464427321014,
SVK,LFPR,25_64,PC_AGE,A,1997,76.8471443945523,
SVK,LFPR,25_64,PC_AGE,A,1998,76.7507723995881,
SVK,LFPR,25_64,PC_AGE,A,1999,76.9761948028349,
SVK,LFPR,25_64,PC_AGE,A,2000,77.6117263376698,
SVK,LFPR,25_64,PC_AGE,A,2001,78.3011201017632,
SVK,LFPR,25_64,PC_AGE,A,2002,78.3197257272117,
SVK,LFPR,25_64,PC_AGE,A,2003,79.2790245626436,
SVK,LFPR,25_64,PC_AGE,A,2004,78.8661211579454,
SVK,LFPR,25_64,PC_AGE,A,2005,78.4699861031081,
SVK,LFPR,25_64,PC_AGE,A,2006,78.0774987527025,
SVK,LFPR,25_64,PC_AGE,A,2007,77.6798012792763,
SVK,LFPR,25_64,PC_AGE,A,2008,78.8606288588134,
SVK,LFPR,25_64,PC_AGE,A,2009,78.1839155761838,
SVK,LFPR,25_64,PC_AGE,A,2010,78.1977798662316,
SVK,LFPR,25_64,PC_AGE,A,2011,77.9919449954418,
SVK,LFPR,25_64,PC_AGE,A,2012,78.411373842147,
SVK,LFPR,25_64,PC_AGE,A,2013,78.5448487688846,
SVK,LFPR,25_64,PC_AGE,A,2014,78.7008755157838,
SVK,LFPR,25_64,PC_AGE,A,2015,79.0418373467367,
SVK,LFPR,25_64,PC_AGE,A,2016,79.7361907877223,
SVK,LFPR,25_64,PC_AGE,A,2017,79.5899628869919,
SVK,LFPR,25_64,PC_AGE,A,2018,79.8137835283434,
SVK,LFPR,25_64,PC_AGE,A,2019,80.391553703486,
SVK,LFPR,25_64,PC_AGE,A,2020,80.2758781859711,
ESP,LFPR,25_64,PC_AGE,A,1972,57.9982971690435,
ESP,LFPR,25_64,PC_AGE,A,1973,59.2354903767149,
ESP,LFPR,25_64,PC_AGE,A,1974,59.5950076571578,
ESP,LFPR,25_64,PC_AGE,A,1975,58.9858277834752,
ESP,LFPR,25_64,PC_AGE,A,1976,59.9805952003066,
ESP,LFPR,25_64,PC_AGE,A,1977,59.7848296568116,
ESP,LFPR,25_64,PC_AGE,A,1978,59.7567821498425,
ESP,LFPR,25_64,PC_AGE,A,1979,59.6919472913616,
ESP,LFPR,25_64,PC_AGE,A,1980,59.4607749404628,
ESP,LFPR,25_64,PC_AGE,A,1981,59.1591316448013,
ESP,LFPR,25_64,PC_AGE,A,1982,59.4880072494549,
ESP,LFPR,25_64,PC_AGE,A,1983,59.806051376229,
ESP,LFPR,25_64,PC_AGE,A,1984,59.6758759921458,
ESP,LFPR,25_64,PC_AGE,A,1985,59.8517417881666,
ESP,LFPR,25_64,PC_AGE,A,1986,60.1556584384397,
ESP,LFPR,25_64,PC_AGE,A,1987,61.4107750765564,
ESP,LFPR,25_64,PC_AGE,A,1988,62.3191309850243,
ESP,LFPR,25_64,PC_AGE,A,1989,62.9252321343851,
ESP,LFPR,25_64,PC_AGE,A,1990,63.8244072293152,
ESP,LFPR,25_64,PC_AGE,A,1991,64.4892293455349,
ESP,LFPR,25_64,PC_AGE,A,1992,64.8231317832619,
ESP,LFPR,25_64,PC_AGE,A,1993,65.5745580322829,
ESP,LFPR,25_64,PC_AGE,A,1994,66.228727537031,
ESP,LFPR,25_64,PC_AGE,A,1995,66.7962273517002,
ESP,LFPR,25_64,PC_AGE,A,1996,67.8077918760531,
ESP,LFPR,25_64,PC_AGE,A,1997,68.6307978097433,
ESP,LFPR,25_64,PC_AGE,A,1998,69.2031807386467,
ESP,LFPR,25_64,PC_AGE,A,1999,69.7119306432948,
ESP,LFPR,25_64,PC_AGE,A,2000,71.153093551994,
ESP,LFPR,25_64,PC_AGE,A,2001,70.1816370184836,
ESP,LFPR,25_64,PC_AGE,A,2002,72.1158916931108,
ESP,LFPR,25_64,PC_AGE,A,2003,73.4361694233652,
ESP,LFPR,25_64,PC_AGE,A,2004,74.1617968313599,
ESP,LFPR,25_64,PC_AGE,A,2005,74.7200760600338,
ESP,LFPR,25_64,PC_AGE,A,2006,75.7556258162298,
ESP,LFPR,25_64,PC_AGE,A,2007,76.4800181513112,
ESP,LFPR,25_64,PC_AGE,A,2008,77.5374090574685,
ESP,LFPR,25_64,PC_AGE,A,2009,78.3290476835051,
ESP,LFPR,25_64,PC_AGE,A,2010,79.1263849944591,
ESP,LFPR,25_64,PC_AGE,A,2011,79.7481704622485,
ESP,LFPR,25_64,PC_AGE,A,2012,80.3809697871294,
ESP,LFPR,25_64,PC_AGE,A,2013,80.530500964002,
ESP,LFPR,25_64,PC_AGE,A,2014,80.7495851359066,
ESP,LFPR,25_64,PC_AGE,A,2015,81.0706770783769,
ESP,LFPR,25_64,PC_AGE,A,2016,81.249519839535,
ESP,LFPR,25_64,PC_AGE,A,2017,80.893144062527,
ESP,LFPR,25_64,PC_AGE,A,2018,80.8341538441645,
ESP,LFPR,25_64,PC_AGE,A,2019,81.0298691643868,
ESP,LFPR,25_64,PC_AGE,A,2020,79.9433415490231,
SWE,LFPR,25_64,PC_AGE,A,1963,73.6624457401176,
SWE,LFPR,25_64,PC_AGE,A,1964,73.1779845676639,
SWE,LFPR,25_64,PC_AGE,A,1965,73.1605714431751,
SWE,LFPR,25_64,PC_AGE,A,1966,74.0780304186378,
SWE,LFPR,25_64,PC_AGE,A,1967,74.2247914606628,
SWE,LFPR,25_64,PC_AGE,A,1968,74.6999798305768,
SWE,LFPR,25_64,PC_AGE,A,1969,75.2186516067769,
SWE,LFPR,25_64,PC_AGE,A,1970,76.0870101363849,
SWE,LFPR,25_64,PC_AGE,A,1971,76.8792627178722,
SWE,LFPR,25_64,PC_AGE,A,1972,77.1241195044936,
SWE,LFPR,25_64,PC_AGE,A,1973,77.6168914501562,
SWE,LFPR,25_64,PC_AGE,A,1974,78.749849161337,
SWE,LFPR,25_64,PC_AGE,A,1975,80.3341747806227,
SWE,LFPR,25_64,PC_AGE,A,1976,81.3450433108758,
SWE,LFPR,25_64,PC_AGE,A,1977,81.6682600382409,
SWE,LFPR,25_64,PC_AGE,A,1978,82.4481525625745,
SWE,LFPR,25_64,PC_AGE,A,1979,83.3214370687604,
SWE,LFPR,25_64,PC_AGE,A,1980,84.031339031339,
SWE,LFPR,25_64,PC_AGE,A,1981,84.8209627697415,
SWE,LFPR,25_64,PC_AGE,A,1982,85.407196969697,
SWE,LFPR,25_64,PC_AGE,A,1983,85.9612201466068,
SWE,LFPR,25_64,PC_AGE,A,1984,86.2741859367626,
SWE,LFPR,25_64,PC_AGE,A,1985,86.7871485943775,
SWE,LFPR,25_64,PC_AGE,A,1986,87.4408703878902,
SWE,LFPR,25_64,PC_AGE,A,1987,87.4557051736357,
SWE,LFPR,25_64,PC_AGE,A,1988,87.614571092832,
SWE,LFPR,25_64,PC_AGE,A,1989,87.8787878787879,
SWE,LFPR,25_64,PC_AGE,A,1990,88.4429065743945,
SWE,LFPR,25_64,PC_AGE,A,1991,88.0365296803653,
SWE,LFPR,25_64,PC_AGE,A,1992,87.0194482134781,
SWE,LFPR,25_64,PC_AGE,A,1993,85.9389038634322,
SWE,LFPR,25_64,PC_AGE,A,1994,84.9010451412052,
SWE,LFPR,25_64,PC_AGE,A,1995,85.351864107655,
SWE,LFPR,25_64,PC_AGE,A,1996,85.6171892128919,
SWE,LFPR,25_64,PC_AGE,A,1997,84.6153846153846,
SWE,LFPR,25_64,PC_AGE,A,1998,83.8709677419355,
SWE,LFPR,25_64,PC_AGE,A,1999,83.9604386153515,
SWE,LFPR,25_64,PC_AGE,A,2000,84.0913944052958,
SWE,LFPR,25_64,PC_AGE,A,2001,84.1680814940577,
SWE,LFPR,25_64,PC_AGE,A,2002,84.1460840194216,
SWE,LFPR,25_64,PC_AGE,A,2003,84.1319882303489,
SWE,LFPR,25_64,PC_AGE,A,2004,84.1549295774648,
SWE,LFPR,25_64,PC_AGE,A,2005,85.3266205686352,
SWE,LFPR,25_64,PC_AGE,A,2006,85.269675060251,
SWE,LFPR,25_64,PC_AGE,A,2007,85.7154693843732,
SWE,LFPR,25_64,PC_AGE,A,2008,85.9928931493265,
SWE,LFPR,25_64,PC_AGE,A,2009,86.0114929967773,
SWE,LFPR,25_64,PC_AGE,A,2010,86.1433629776021,
SWE,LFPR,25_64,PC_AGE,A,2011,86.8637886041876,
SWE,LFPR,25_64,PC_AGE,A,2012,87.3554024120108,
SWE,LFPR,25_64,PC_AGE,A,2013,87.7606444769606,
SWE,LFPR,25_64,PC_AGE,A,2014,87.9056938912407,
SWE,LFPR,25_64,PC_AGE,A,2015,88.1200443127303,
SWE,LFPR,25_64,PC_AGE,A,2016,88.3781315845646,
SWE,LFPR,25_64,PC_AGE,A,2017,88.8305752574484,
SWE,LFPR,25_64,PC_AGE,A,2018,89.1387280421102,
SWE,LFPR,25_64,PC_AGE,A,2019,89.0663420692322,
SWE,LFPR,25_64,PC_AGE,A,2020,89.2045239626281,
CHE,LFPR,25_64,PC_AGE,A,1991,81.677773097955,
CHE,LFPR,25_64,PC_AGE,A,1992,82.5588225409401,
CHE,LFPR,25_64,PC_AGE,A,1993,82.2346266644012,
CHE,LFPR,25_64,PC_AGE,A,1994,81.7675346033355,
CHE,LFPR,25_64,PC_AGE,A,1995,82.2997644337626,
CHE,LFPR,25_64,PC_AGE,A,1996,82.8968429809901,
CHE,LFPR,25_64,PC_AGE,A,1997,83.0594366880362,
CHE,LFPR,25_64,PC_AGE,A,1998,83.8698854213265,
CHE,LFPR,25_64,PC_AGE,A,1999,83.4621954830154,
CHE,LFPR,25_64,PC_AGE,A,2000,83.0478354884054,
CHE,LFPR,25_64,PC_AGE,A,2001,83.9864098823388,
CHE,LFPR,25_64,PC_AGE,A,2002,83.8168739898264,
CHE,LFPR,25_64,PC_AGE,A,2003,83.8378873744154,
CHE,LFPR,25_64,PC_AGE,A,2004,83.8772199138589,
CHE,LFPR,25_64,PC_AGE,A,2005,84.0475004911451,
CHE,LFPR,25_64,PC_AGE,A,2006,83.9064356792338,
CHE,LFPR,25_64,PC_AGE,A,2007,84.635087164335,
CHE,LFPR,25_64,PC_AGE,A,2008,85.5376290384927,
CHE,LFPR,25_64,PC_AGE,A,2009,85.7235198618962,
CHE,LFPR,25_64,PC_AGE,A,2010,84.0939628219881,
CHE,LFPR,25_64,PC_AGE,A,2011,84.8963283872603,
CHE,LFPR,25_64,PC_AGE,A,2012,85.3663562457663,
CHE,LFPR,25_64,PC_AGE,A,2013,85.3819977131444,
CHE,LFPR,25_64,PC_AGE,A,2014,85.9441923842755,
CHE,LFPR,25_64,PC_AGE,A,2015,86.4653720944914,
CHE,LFPR,25_64,PC_AGE,A,2016,86.9453811984934,
CHE,LFPR,25_64,PC_AGE,A,2017,86.9089938083894,
CHE,LFPR,25_64,PC_AGE,A,2018,87.287477746116,
CHE,LFPR,25_64,PC_AGE,A,2019,87.6315217410659,
CHE,LFPR,25_64,PC_AGE,A,2020,87.6407902577184,
TUR,LFPR,25_64,PC_AGE,A,1988,61.9589124432589,
TUR,LFPR,25_64,PC_AGE,A,1989,63.2008387273224,
TUR,LFPR,25_64,PC_AGE,A,1990,61.4841605298706,
TUR,LFPR,25_64,PC_AGE,A,1991,62.2248855959904,
TUR,LFPR,25_64,PC_AGE,A,1992,61.7068111586166,
TUR,LFPR,25_64,PC_AGE,A,1993,58.3576988016308,
TUR,LFPR,25_64,PC_AGE,A,1994,60.549687950072,
TUR,LFPR,25_64,PC_AGE,A,1995,60.7543362694502,
TUR,LFPR,25_64,PC_AGE,A,1996,60.0527207682169,
TUR,LFPR,25_64,PC_AGE,A,1997,58.9792267533131,
TUR,LFPR,25_64,PC_AGE,A,1998,59.4925944298774,
TUR,LFPR,25_64,PC_AGE,A,1999,58.8791148374682,
TUR,LFPR,25_64,PC_AGE,A,2000,56.6031427616182,
TUR,LFPR,25_64,PC_AGE,A,2001,56.5035373531512,
TUR,LFPR,25_64,PC_AGE,A,2002,56.7796877464122,
TUR,LFPR,25_64,PC_AGE,A,2003,55.8688182599092,
TUR,LFPR,25_64,PC_AGE,A,2004,54.1358439811701,
TUR,LFPR,25_64,PC_AGE,A,2005,54.2813503319722,
TUR,LFPR,25_64,PC_AGE,A,2006,54.1646415552855,
TUR,LFPR,25_64,PC_AGE,A,2007,54.0012452930886,
TUR,LFPR,25_64,PC_AGE,A,2008,54.7168716639592,
